Title,Publisher 1,Publisher 2,Publisher 3,Publisher 4,Publisher 5
Lankhmar,Tactical Studies Rules (TSR),,,,
UNO House Rules,"Mattel, Inc.",Spear's Games,,,
SS Panzer: Bloodbath at Kursk,"Kokusai-Tsushin Co., Ltd. (国際通信社)",XTR Corp,,,
Stone Soup,Peaceable Kingdom,,,,
Quizmysteriet,Bezzerwizzer ApS (Bezzerwizzer Studio),,,,
ApocalypZe Card Game,9 Kingdoms Publications,,,,
Such & Such,Patch Products,,,,
EVL,Nexus Games LLC / NXSgame.com,,,,
C&O/B&O,The Avalon Hill Game Co,,,,
Eyes on the Prize,Goliath Games,Pressman Toy Corp.,,,
Einfach Genial: Das Würfelspiel,KOSMOS,White Goblin Games,,,
Eternas,Maranda Games,,,,
HeroCard Galaxy,TableStar Games,,,,
Poo Poo Pets,Pegasus Spiele,,,,
Mob City,Van der Veer Games,,,,
Movies Trivia Game,Outset Media,,,,
Charge it!,Western Publishing Company,Whitman,,,
Little Dead Riding Hood,"Twilight Creations, Inc.",,,,
Kill Shakespeare,IDW Games,Pandasaurus Games,,,
Teenage Mutant Ninja Turtles Game,Hasbro,MB Jeux,Milton Bradley,,
Stellar Armada,(Self-Published),,,,
Teddy's Colors & Shapes,HABA,,,,
Kronen für den König,"Mattel, Inc.",,,,
Mistrz Słowa,Alexander,,,,
The Cats of Ulthar Card Game,Gilgamesh Games,,,,
GOLO,"Front9, Inc.",Zobmondo!! Entertainment LLC,,,
"Perfidious Albion: Napoleon's (Hypothetical) Invasion of England, 1814",XTR Corp,,,,
Stranded,Spear's Games,,,,
Wild West Express,Sky High Games,,,,
Top Trumps Tournament,Winning Moves Germany,Winning Moves UK Ltd.,,,
Espias y confidentes,Borras Plana S.A.,,,,
Scram,Amazon,TeeTurtle,Unstable Games,,
Finders Keepers!,danspil,Dujardin,Educa Borras,Educa Sallent SA,
Clumsy Thief,Lúdilo,Melon Rind,,,
Oink!,ABACUSSPIELE,Enigma (Bergsala Enigma),G3,GoKids 玩樂小子,Hobby World
Escape from New York,Tactical Studies Rules (TSR),,,,
Pipolo,Djeco,,,,
Apocalypse Universe: Galactic Arena,Storyception Games,,,,
La Guerre des Tuques,Diceless Games,,,,
Battaglia Navale,Editrice Giochi,Mondadori Giochi,,,
Snit Smashing,Tactical Studies Rules (TSR),,,,
Eureka!,Gamewright,,,,
Math Dice Jr.,ThinkFun,,,,
Froop!,Savant Garde Entertainment,,,,
Party Scrabble,"Mattel, Inc.",Milton Bradley,,,
Harry Potter: Catch the Golden Snitch,Spin Master Ltd.,,,,
Mount Pingo,Egmont Polska,HUCH!,,,
Shapes & Colors,HABA,,,,
Raise the Titanic,Hoyle Products,,,,
Pun Intended,The Game Chef,,,,
Chip-Chip Hurra!,Kärnan,Kirjalito,Klee,KOSMOS,Tilsit
Won Over,Parker Brothers,,,,
Wild Cats,Button Shy,,,,
Schuss und Tor,Berliner Spielkarten,franjos Spieleverlag,Lookout Games,,
Black Stories 10,G3,moses. Verlag GmbH,Story Factory,,
Would I Lie to You?,Rocket Games,,,,
Subbuteo Rugby,"Subbuteo Sports Games, LTD",,,,
Avatar: The Last Airbender Trading Card Game,Upper Deck Entertainment,,,,
Robotics,Pegasus Spiele,,,,
Das Pferd von Troja,Jumbo,,,,
Crazy Dancing,Asmodee,Brain Games,Cocktail Games,Oliphante,Rebel Sp. z o.o.
UNO: Frozen,"Mattel, Inc.",,,,
Big Foot,MB Spellen,MB Spiele,Milton Bradley,,
Trivial Pursuit: Best of Genus,Parker Brothers,,,,
I Would Fight The Dragon...,Black Monk,CatDragon Games,,,
Canopy Walk,TF Verlag UG,,,,
Castles of Caleira,Cutlass Boardgames,,,,
All-American Football,Cadaco,,,,
Tricks,White Wind,,,,
Pharaoh,(Web published),Looney Labs,,,
Highlander: The Duel,B&B Games Studio,,,,
Star Wars Fluxx,Hobby World,,,,
Harry Potter Halls of Hogwarts,"Mattel, Inc.",,,,
Bounce-Off Rock 'N' Rollz!,"Mattel, Inc.",,,,
Aya,B&R Mindworks,L. P. Septímio,"Mag-Nif, Inc.",Zoch Verlag,
Crossword,MB Giochi,MB Spellen,MB Spiele,Milton Bradley,White Horse
Ravnica: Inquisition,WizKids (I),,,,
Xoom Cubes,Baxbo LLC,Blockade,,,
Ad-Lib Crossword Cubes,Diset S. A.,Dujardin,E. S. Lowe Company Inc.,Jumbo,
Mango Tango,Piatnik,,,,
Arkana Miłości,Let's Play,,,,
Polar Dare!,Milton Bradley,,,,
Captain Treasure Boots,Cheapass Games,,,,
Goblin Uprising,Dream Valley Studios,,,,
Monopoly:  Builder,Hasbro,,,,
Game of Trolls,Zacatrus,,,,
Cartino,Chemoplast Brno,Milton Bradley,Otto Maier Verlag,Vedes,
Meteor Strike,LEGO,,,,
Wiggling Cow,HABA,,,,
Professor Pugnacious,Sixpence Games,,,,
Avista,Lelutukku,Nilco S.A.,Oy Lollipop Ab,Oy Non-Food markkinointi Ab,
Putsch,Queen Games,,,,
Trusis,(Self-Published),,,,
Conquian,(Public Domain),Pressman Toy Corp.,,,
The 90's Game,Rumba Games,Start Space Games,,,
Scruples: Millennium Edition,High Games Entertainment,,,,
Balancing Moon,Anatex,"Ed. Inter Co., Ltd.",Goki,,
Vertellis,(Self-Published),,,,
Tortuga,Red Omega Studio,,,,
Globetrotters,Casper,Competo / Marektoy,Irwin Toy Ltd.,Schmidt France,
Piekło na Pacyfiku,Novina,,,,
Hoarders,Flatlined Games,,,,
Wacky Challenge,Ilopeli,,,,
Sucking Vacuum,Alien Menace,,,,
Scene It? Harry Potter Second Edition,"Mattel, Inc.","Screenlife, LLC",,,
Simsala Hopp,Competo / Marektoy,KOSMOS,,,
Dare to Dream,"Turtle Dream Games, LTD",,,,
Truths Too Terrible,Protean Games,,,,
Sapphiro,MindWare,,,,
Evolution,Platypus Games,,,,
Bejeweled,Hasbro,,,,
Tiki Mountain!,SlugFest Games,,,,
Sergeant Major,(Public Domain),,,,
Monopoly: The Card Game,Competo / Marektoy,Nilco S.A.,Nordic Games GmbH,Top Cards,
Trivial Pursuit: Genus 5,Horn Abbot Ltd.,,,,
Big Picture Apples to Apples,"Mattel, Inc.",,,,
Superbohaterowie,FoxGames,,,,
Good Help,Baksha Games,,,,
"Schnapp, Land, Fluss!",AMIGO,,,,
An Enchanting Evening,"Games Partnership, Ltd., Inc",,,,
Eye Sea,AMIGO,,,,
Muertoons,Steve Jackson Games,,,,
INTERACTION: No more boredom!,Rudy Games,,,,
Alien: Perfect Organism,Gen-X Games,,,,
Crash Pilot,AMIGO,Card World,Gamewright,,
Edition Wars,Gamer Nation Studios,,,,
Woods of Tarnaris: Path to Luslaria,Adellos,,,,
Kingsbridge: The Game,KOSMOS,,,,
Solo Tower Hack,(Web published),,,,
Junior Stratego,AS Company,Jumbo,Tilsit,,
Bushi,Clipper,"The Game Crafter, LLC",Nathan,,
Mascletà,Pirojocs,,,,
Counting Fun,HABA,,,,
Circus,Amuza,,,,
Ninja Dojo Fight!,(Web published),Rule & Make,,,
"Birds, Bugs and Beans",R&R Games,,,,
Die Sprache des Manitu,Drei Magier Spiele,,,,
Politics as Usual,One Small Step,,,,
DIG IT UP,"Korea Boardgames Co., Ltd.",Trefl,,,
Floppy Ears,HABA,Hobby World,,,
Xochintlan,(Web published),,,,
Werner: Volle Socke,ASS Altenburger Spielkarten,,,,
High School Election,Japon Brand,Roll,"Swan Panasia Co., Ltd.",,
Catch Phrase,Britannia Games,Ginger Fox Ltd.,Ideal Board Games,,
The Witcher: The Adventure Card Game,Gen-X Games,Kuźnia Gier,,,
Monopoly: Sailor Moon,The Op,,,,
Senator,Fantasy Flight Games,,,,
Super Kitty Bug Slap,Steve Jackson Games,,,,
Nova Cry,World Within,,,,
Ragers: Champions of the Arena,Galakta,,,,
Top Gun: Plot Twist Party Game,Jasco Games,,,,
Cluedo Party: Tudor Mansion Edition,Hasbro,Parker Brothers,Parker Spiele,,
Chaotic,4Kids Entertainment,,,,
Wer Weiss Denn Sowas?,Schmidt Spiele,,,,
Australian Menagerie,Wild Connections,,,,
Deuce,MB Spellen,MB Spiele,Milton Bradley,,
Launch Pad,Stratus Games,,,,
Universal Fighting System: Penny Arcade,Sabertooth Games,,,,
Mad Libs: The Game,Looney Labs,,,,
Kasl,Magma Éditions,,,,
INCOHERENT,Capstone HK Ltd.,,,,
Ovo,Gigamic,,,,
Lost In Jurassica,(Self-Published),,,,
Lützen,Äventyrsspel,,,,
Last Minute,Adlung-Spiele,,,,
Monopoly Playmaster,Parker Brothers,,,,
Wühltisch,Ravensburger,,,,
Frazetta: Card & Dice Battle Game,River Horse (Europe) Ltd,,,,
20th Century Time Travel Card Game,"U.S. Games Systems, Inc.",,,,
Commander Chess,(Unknown),,,,
Music IQ,Helvetiq,,,,
Rhumb Line,Channel Craft,Games Above Board,,,
The Crocodile Hunter Game,Hasbro,MB Jeux,MB Juegos,MB Spiele,Milton Bradley
Verrat!,Winning Moves Germany,,,,
Tower Siege,Arcane Games,,,,
Bataflash,Djeco,,,,
Bayon,Adlung-Spiele,,,,
La Muse,Ludens Spirit,,,,
Señor Pepper,Goliath Games,HANALL M&C,,,
Arlecchino,Alary Games,Asmodee,Lud Editions,,
Enchanted Cupcake Party Game,Tactic,Wonder Forge,,,
Esels-Rennen,Doris & Frank,,,,
Ditto,Endgame Entertainment,Sanoma Pro,University Games,,
UNO: Family Guy,Fundex,"Mattel, Inc.","Sababa Toys, Inc.",,
Batman: Road Trip,Aquarius,,,,
Joe Connaissant,Ludik Québec,,,,
Hungry Hungry Hipsters,(Self-Published),Doomed Legion Games,,,
Teen Titans Collectible Card Game,Bandai,,,,
Mimikri,Zoch Verlag,,,,
Motto,Granna,,,,
Star Wars: Electronic Galactic Battle,Tiger Electronics,,,,
Blockbusters,Croner,Habourdin International,Marks & Spencer,Milton Bradley,
Cube Checkers,"DCP, Limited","Make Your Move, Inc.",,,
Sovereign Of The Seas,Compass Games,,,,
Chicken Wings,HUCH!,,,,
Archmage Origins,(Self-Published),SolarFlare Games,,,
Ice Cult,Zoch Verlag,,,,
Merlin Zinzin,Blackrock Games,Fragames,hobbity.eu,Magellan,
Sauschwer,Zoch Verlag,,,,
Torches & Pitchforks,Green Ronin Publishing,Truant Spiele,,,
Game of Knowledge,El Greco,Milton Bradley,Nilco S.A.,University Games,
Micro Medusa,(Self-Published),,,,
Lil' Cthulhu,De-Evolution Studios,,,,
Wojny Napoleonskie,Dragon,,,,
Blizzard of '77 Travel Game,Char-Donn Creative Marketing,,,,
Temple Rush,Blackrock Games,funbot,Hachette Boardgames UK,Jacob's Brick Games,
Taboo Quick Draw,MB Jeux,MB Spellen,MB Spiele,Milton Bradley,
Tyle,Professor Puzzle Games,,,,
Jackal,Magellan,,,,
Pictureka: Disney Edition,Hasbro,,,,
Exago,Goliath Games,Paradys Games,,,
Phase,Alderac Entertainment Group,,,,
Red Beach One: Tarawa,Decision Games (I),,,,
Spy Code: Break Free,YULU,,,,
Arabella,2D6.EE (Side Quest Games),,,,
Alien Puppies,Spacetopia Pte Ltd,,,,
Letres,Grand Isle Games,The Letres Company,,,
Candidate,The Avalon Hill Game Co,,,,
Air Alliance,Japon Brand,Route11,,,
Trivial Pursuit: The 90s,Hasbro,Parker Brothers,,,
Chess Race,MetaBlox,OPEN'N PLAY,Otto Maier Verlag,Playte,
ConeZILLA,Buffalo Games,,,,
"Flying Circus: Tactical Aerial Combat, 1915-1918","SPI (Simulations Publications, Inc.)",,,,
Crocodile,Igrology,Magellan,,,
Shadow of the Elder Gods,Laboratory Games,,,,
Operation Rescue Kit,Hasbro,MB Juegos,MB Spellen,MB Spiele,Milton Bradley
Port of Piraeus,GaGa Games,,,,
Waz Baraz,Kidultgame,,,,
Family Feud: Platinum Edition,Cardinal,,,,
YAK,MINDOK,Zoch Verlag,,,
"I Say, Holmes! (Second Edition)",Victory Point Games,,,,
Wordrop,QfreeGames,Re:creation Group Plc,,,
Prime Wars,3DTotal Games,,,,
Prickly Pile-Up,Heiwa Kogyo (平和工業),House of Marbles,,,
Set Schnupperspiel,999 Games,AMIGO,"Set Enterprises, Inc.",,
Ex & Hopp,F.X. Schmid,Ravensburger,,,
Claim to Fame,Parker Brothers,Playroom Entertainment,Ultra PRO,,
Exploration,Otto Maier Verlag,SPIRING Enterprises Ltd.,Waddingtons,,
Goblin Dice,FoxGames,GaGa Games,MAGE Company,,
UNO Hearts,International Games,"Mattel, Inc.",,,
Four Twenty-one,(Public Domain),(Unknown),John Adams (IDEAL),Marc Vidal,
Rollers Deluxe,The Op,,,,
This Big!,Gamewright,,,,
Wurf & Weg,HABA,,,,
Activity professional!,Piatnik,,,,
"Kampfpanzer: Armored Combat, 1937-40","SPI (Simulations Publications, Inc.)",,,,
PsychoPet: The Nutty Pet Clinic,Goldsieber Spiele,,,,
Japanese: The Game,"The Game Crafter, LLC",,,,
"""Oh My God! There's An Axe In My Head."" The Game of International Diplomacy ",Game Company No. 3,,,,
Wonderland,Zenescope Entertainment,,,,
Halli Galli Junior,999 Games,AMIGO,Asmodee,Fundex,
Chelsea,JKLM Games,Prime Games,,,
Stamp,AMIGO,,,,
RARRR!!,APE Games,,,,
Here Comes the Dog,Gen-X Games,itten,,,
Michelangelo,Bucephalus Games,,,,
Humm Bug,Cheatwell Games,Outset Media,,,
History's Mysteries Card Game,"U.S. Games Systems, Inc.",,,,
Trivial Pursuit: Genus Edition – Bite Size,Hasbro,Horn Abbot International,,,
Das Letzte Kamel,F.X. Schmid,,,,
7 Rounds,White Goblin Games,,,,
HeroCard Champion of New Olympia,TableStar Games,,,,
Argue!,"Arguegame.com, Inc.",University Games,,,
That Snow Moon,Button Shy,,,,
Mario Party-e,"Nintendo Co., Ltd.",,,,
Picture Party,999 Games,,,,
Quest,Gametime Games,"Heritage Models, Inc.",,,
Znikające ciasteczka,Egmont Polska,,,,
Take a Chance,Winning Moves Games (USA),,,,
Cock Block,Kevin's Got A Gun,,,,
Succesvol slecht zijn,Mystics.nl,,,,
Unlocking Insanity: Dice Vermiis Mysteriis,Petersen Games,,,,
The Waylanders,Eclipse Editorial,,,,
Gotcha!,Buffalo Games,,,,
Barking Up The Wrong Tree,GaGa Games,Ragnar Brothers,,,
Shuffle My Little Pony,ASS Altenburger Spielkarten,Cartamundi,,,
"Sesam, puzzle dich!",HABA,,,,
Totally Dingbats,Holdsworth Thos & Sons,Waddingtons,,,
Space Invaders Dice!,Turn One Gaming Supplies,,,,
Teratozoic,Modern Evil Press,,,,
Raffzahn,Schmidt Spiele,,,,
AURUXXX: The Golden 12,NOW games Spielverlag Martin & Reiter GbR,,,,
Colorpop,Enigma (Bergsala Enigma),Gigamic,Lautapelit.fi,,
El Luchador Fantastico Grande,(Self-Published),(Web published),Senyac Games,,
Sid Meier's Civilization: The Boardgame,Eagle-Gryphon Games,,,,
Neopets: Adventures in Neopia,Milton Bradley,,,,
Face-it,CoCoCo,Talicor/Aristoplay,,,
T-Rex,Hans im Glück,Rio Grande Games,,,
Quest for the Dragonlords,"Dragonlords, Inc.",,,,
Let's Do Lunch!,Hasbro,,,,
TacDex: Pirates,The Op,,,,
Blank White Dice,WizKids (I),,,,
"Pequenas Igrejas, Grandes Negócios",Daemon Editora,,,,
Tricksters,Aether Tower,,,,
What's GNU?,ThinkFun,,,,
Mau Mau Extreme,Ravensburger,VAKKO,,,
Line-it,Gigamic,,,,
Das verdrehte Labyrinth,Ravensburger,,,,
The Crow: Fire It Up!,Upper Deck Entertainment,,,,
Hochstapler,Kaissa Chess & Games,KOSMOS,,,
James Bond 007,F.X. Schmid,Jouets Éducatifs Universels,Jumbo,Spear's Games,
Bethump'd with Words,"Mamopalire, Inc. of Vermont",,,,
Maskenball Venezia,Adlung-Spiele,,,,
Crime Solvers,Maruca Industries,,,,
Lost Gold,Parker Brothers,,,,
Cat 10,Big Fun Games (Board Game),,,,
Home Improvement,"Baranarab Innovations, Inc.",Northern Games Co. Ltd.,Spear's Games,,
Ice Lake,Live Oak Games,,,,
Andor StoryQuest: Dunkle Pfade,IELLO,KOSMOS,,,
Le Cercle,"Éditions Gladius International, Inc.",,,,
Tanbo,Locus Games,Mark Steere Games,,,
Willi Wacker,Alga,Hexagames (I),Piatnik,Salagames,Spear's Games
City Blox,Jacob's Brick Games,,,,
Slow Freight,Funagain,,,,
Orphans & Ashes,Blind Ferret Entertainment,,,,
Römer,Hexagames (I),,,,
Trivial Pursuit: Know-It-All Edition,Hasbro,Parker Brothers,Winning Moves Games (USA),,
"Sun, Moon, & Stars",Minion Games,,,,
Finding Nemo,Milton Bradley,,,,
Chicken Chase,Ravensburger,,,,
Worm Party,Queen Games,,,,
City States of Arklyrell,Task Force Games,,,,
Hoppa Galoppa,HABA,,,,
Columbo Detective Game,Milton Bradley,,,,
Hidden Panda,Blue Beard Entertainment,Jellybean Games,,,
Klondike 1896,Stragoo Games,,,,
Wollmilchsau,999 Games,Zoch Verlag,,,
Star Reporter,Editrice Giochi,Parker Brothers,,,
Speed Dating,Arclight Games,Letheia,Trefl Joker Line,,
"Pearl Harbor: The War Against Japan, 1941-1945",Game Designers' Workshop (GDW Games),,,,
Big Deal,AMIGO,,,,
Bungee,AMIGO,Shafir Games (המשחקים של חיים שפיר),,,
Karten Kniffel,G3,Schmidt Spiele,,,
The Game of Life: Pirates of the Caribbean – At World's End,Hasbro,Milton Bradley,,,
RisiKard!,Editrice Giochi,,,,
Marble Bobsleigh,Gemblo Company,"Korea Boardgames Co., Ltd.",,,
Gang Up!,(Self-Published),(Web published),Czacha Games,HOT Games,
"Hurtgen Forest: Approach to the Roer, November 1944","SPI (Simulations Publications, Inc.)",,,,
Captain Pirate,Cocktail Games,,,,
I Think You Think I Think,(Unknown),Tactical Studies Rules (TSR),,,
Mastermind for Kids,Invicta Games,Parker Brothers,Pressman Toy Corp.,VEB Plastspielwaren Berlin,
Hang Four,Gamewright,,,,
Diceball!,Intellijeux,,,,
Kaiten Sushi,YOKA Games,,,,
The Origin of Expressions,Discovery Bay Games,,,,
Final Fantasy IX Tetra Master Card Game,Dino Entertainment,,,,
Grimslingers: Duels,Greenbrier Games,,,,
RisiKo! Pocket,Editrice Giochi,,,,
Titus Tentacle,HABA,,,,
Snafooey,Alga,Otto Maier Verlag,Parker Brothers,"Snafoo Games, Inc.",Το Καλό Παιχνίδι Α.Ε.
Trivial Pursuit: Genus (2) Edition (German),Parker Spiele,,,,
Triplica,Fun Q Games,Green Board Game Co.,,,
Repeat Pete!,Patch Products,,,,
I Drank What?,"Empire Games, Inc.",,,,
Tegn og gæt,danspil,,,,
Number Rings,BSM Jeux,Competo / Marektoy,Didacto,Discovery Toys,
"MacArthur: The Road to Bataan, Dec 1941 - Jan 1942",3W (World Wide Wargames),Compass Games,,,
Das Kollier,Schmidt Spiele,,,,
The Hobbit: An Unexpected Journey – Journey to the Lonely Mountain Strategy Game,WizKids (I),,,,
No Peeking!,Daigt,Otto Maier Verlag,Ravensburger,"Sallent hnos, S.A.",
"Piraten, Planken & Peseten",Jumbo,KOSMOS,,,
När & Fjärran,Kärnan,,,,
Indiana Jones Akator Temple Race Game,Hasbro,,,,
Mandala,Future Games Ltd,Playtoy Industries,,,
Butim,Papaya Editora,,,,
King Ozo,Broadway Toys LTD,Hobby Japan,HUCH!,Lacerta,
Jade König,Clou,F.X. Schmid,,,
Kaleva of the Finnish Forests,Mindwarrior Games,Tactic,,,
Tarawa: Bloody Betio,3W (World Wide Wargames),,,,
Rockets Red Glare,Compass Games,Simulations Canada,,,
Monopoly: Futurama Collector's Edition,The Op,,,,
Fever Chill,Button Shy,,,,
Fruit Mix,Dada AD OÜ,DV Games,G3,Game Factory,Lifestyle Boardgames Ltd
Carrier Strike,3W (World Wide Wargames),,,,
Monopoly: Ghostbusters edition,Hasbro,,,,
The Wizard of Oz Trivia Game,Pressman Toy Corp.,,,,
Mäuse Würfeln,Ravensburger,,,,
"Panda, Gorilla & Co",Schmidt Spiele,Trefl,,,
Speculation,Alga,,,,
Srebrna flota,Novina,,,,
Management Material: Information Technology Edition,"Zipwhaa, Inc.",,,,
Monopoly: Fallout Collector's Edition,The Op,Winning Moves Germany,,,
Knuckling Knights,HABA,,,,
Chaos,The Creative Assembly,"TDC Games, Inc.",,,
Alien Entity,Braine Games,,,,
"Chè: Failed Revolution, Bolivia 1967",Khyber Pass Games,,,,
¡New Amici!,Californian Products,Hueber Verlag GmbH & Co. KG,Kunnskapsforlaget,Lakki Patey,University Games
Battle: The Game of Strategy,Yaquinto,,,,
Der Natur auf der Spur,Otto Maier Verlag,Ravensburger,,,
Little Dungeon: Turtle Rock,"Supersonic Bionic, LLC",,,,
Dragonriders of Pern: The Book Game,Gallimard,Nova Game Designs,,,
Mission to Mars 2049,Black'N'White Games Ltd.,Majora,Trefl,,
Action Cats!,Twogether Studios,,,,
Kakerlaken-Duell,Drei Magier Spiele,,,,
Challenge of the Superfriends Card Game,Cryptozoic Entertainment,,,,
Centipede,MB Juegos,Milton Bradley,Rainbow,,
Terra Formars,Japanime Games,Yoka Boardgames,Yoka by Tsume,,
Space Fleet,Games Workshop Ltd.,,,,
Jungle Joust,IDW Games,,,,
Crash!,Czacha Games,,,,
Orbit War,Steve Jackson Games,,,,
Pipeline,"The Boots Company, PLC",Educational Insights,Habourdin International,Jumbo,
Gold Thief,Asmadi Games,,,,
Mission Command Land,Milton Bradley,,,,
Samurai Jack: Back to the Past,The Op,Project Raygun,,,
Dragons,GDM Games,,,,
Hættuspil,CCP Games / CCP hf (Crowd Control Productions),Loki margmiðlun ehf.,Spilaborg ehf.,,
Mighty Warriors,Citadel UK,Games Workshop Ltd.,,,
King Arthur,Ravensburger,,,,
Slide 5,Educational Insights,Milton Bradley,,,
Wer ist der Täter?,Jumbo,,,,
Taktvoll,Adlung-Spiele,,,,
CorteXXX Confidential,Captain Macaque,Lifestyle Boardgames Ltd,Rebel Sp. z o.o.,,
Pionjär,Alga,,,,
Catan Junior Mitbringspiel,999 Games,KOSMOS,Lautapelit.fi,,
Take a Gamble,Take a Gamble Board Games,,,,
Larceny,Waning Gibbous Games,,,,
Big Pay Day,Hasbro,Parker Brothers,Winning Moves Games (USA),,
Drawing Without Dignity: An Adult Party Game of Uncensored Sketches,TwoPointOh Games,,,,
OrgasMe!: Sex turned into a card game,rappel GbR,,,,
Icebergs,Tactical Studies Rules (TSR),,,,
Mall World,BeWitched Spiele,Rio Grande Games,,,
Split Decision,mental_floss,,,,
Chaos Tiles,(Self-Published),,,,
Day & Night,Piatnik,,,,
Barbacan,(Self-Published),ASS Altenburger Spielkarten,Fleurus,Gebrüder Arnold,
Café Race,(Self-Published),HomoLudicus,,,
Hit the Hat,danspil,The Happy Puzzle Company,Kod Kod,Piatnik,
Double Sens,Alary Games,Distribution Dude,,,
Goal,(Self-Published),Dal Negro,Devir,FoxGames,
Worker Placement,Dyskami Publishing Company,,,,
Hagoth: Builder of Ships,Mayday Games,,,,
Party & Co,Competo / Marektoy,Diset S. A.,Fjallið hvíta ehf.,Hobby,
Galapagos,AMIGO,,,,
Equate,Conceptual Math Media,,,,
Combots,FASA,,,,
Activity Travel,Piatnik,,,,
1863,GMT Games,,,,
Scooby-Doo! Expandable Card Game,Journeyman Press,The United States Playing Card Company,,,
Draco & Co,Descartes Editeur,,,,
Kryptonim: Lew Morski,Novina,,,,
Jet World,John Sands Pty Ltd,Milton Bradley,,,
Luck Plus,International Games,,,,
Combat,Ideal,Koliopoulos,Remoundo,,
Shadow Games,Steamforged Games Ltd.,,,,
Star Wars: I've Got a Bad Feeling About This!,Hasbro,,,,
Za Dan,YOKA Games,,,,
Rally Fally,Amo Oy,HUCH!,Oberschwäbische Magnetspiele,,
Farting Frenchies,Boss Dog Games,,,,
Bonaparte,Imperium,,,,
Warage Card Game,District Games,,,,
Böse Buben,Schmidt Spiele,,,,
Barbarossa: Game of the Russo-German War 1941-45,"SPI (Simulations Publications, Inc.)",Tactical Studies Rules (TSR),,,
Quadtria,Gibsons,L. P. Septímio,Pin International,,
Barricade,BSiri Business,Marchant,Mitra,Oficina do Aprendiz,Orda Industries Ltd.
PJ Masks: Night Sight,Ravensburger,Wonder Forge,,,
Siege,MB Spiele,Milton Bradley,Tri-ang,,
Bastogne,"SPI (Simulations Publications, Inc.)",,,,
Remember When ...,fourgiving,,,,
The Great Tour: European Cities,Tactic,,,,
Ascended,"Saved Game, Lda",,,,
Eckolo,Remember,,,,
Kitten Klash,Daily Magic Games,,,,
Dr. Gomb,Vagabund,,,,
Ciao!,Gigamic,,,,
Thieves Guild,Iron Sun Games,,,,
Die kleine Hexe,Competo / Marektoy,HUCH!,"Korea Boardgames Co., Ltd.",KOSMOS,
Neuron,HUCH!,,,,
The Way,(Web published),BoneGames,,,
Elephant's Trunk,Gamewright,HABA,,,
Clontarf,Decision Games (I),,,,
Jumpin,3M,,,,
Clue: Rivals Edition,Hasbro,,,,
Jolly Roger,Fun Connection,Salagames,,,
Geared: Build Your Bike,(Self-Published),,,,
Slammer,Alary Games,AS Company,Basic Concepts,M-Ágnes,
Double Crossing,Lionel Trains,,,,
Chop Chop,Joen,,,,
Sahara,Hexagames (I),,,,
Od,The Avalon Hill Game Co,,,,
Crime Scene: Helsinki 2012,Tactic,,,,
Squeeky,Winning Moves Germany,,,,
Out of Sight,"Mattel, Inc.",,,,
Versailles,Cocktail Games,,,,
Die Seidenstraße,Schmidt Spiele,,,,
